lemma_name,lexical_abbreviation,definition_text
"akar lutut",noun,"akar atau bagian akar yang tumbuh ke udara, membengkok, dan masuk lagi ke dalam tanah (sehingga membentuk gambaran seperti lutut) serta berfungsi untuk pernapasan, terdapat pada tumbuhan yang hidup di daerah payau seperti pada Bruguiera parvifolia"
"akar melata",noun,"bertambah lama bertambah banyak (tentang utang)"
"akar melata",noun,"akar tumbuhan yang merambat, seperti ubi jalar yang semakin lama semakin banyak"
"akar melibat",noun,"akar melilit"
"akar melilit",noun,"akar yang membelit dan melekat pada pohon lain"
"akar mempelas",noun,"tumbuhan perdu yang merambat, batangnya kecil pipih, dibuat sebagai pengikat; Tetracera indica"
"akar mempelas hari betina",noun,"akar rempelas"
"akar napas",noun,"akar yang keluar secara tegak lurus dari akar yang terbenam dalam tanah dan berfungsi untuk pernapasan, misal pada pedada"
"akar pahit",noun,"akar yang dipakai untuk obat penyakit sesak napas atau asma; Cyclea laxiflora"
"akar parsi",noun,"rumput-rumputan keras yang tunasnya dapat dimakan sebagai sayuran; asparagus; Asparagus officinalis"
"akar primer",noun,"akar pertama yang tumbuh pada saat biji berkecambah; akar tunggang"
"akar puntianak",noun,udani
"akar pusat",noun,"akar yang langsung tumbuh dari tudung akar"
"akar putat",noun,"tumbuhan, Gnetum funiculare"
"akar rambut",noun,"bulu halus pada ujung akar"
"akar rempelas",noun,"tumbuhan perdu yang merambat, batangnya liat, dibuat tali yang kasar, daunnya kasap, digunakan untuk menggosok kayu; Tetracera scandens"
"akar samping",noun,"akar cabang"
"akar sarikan",noun,"tumbuhan perdu yang merambat, tangkainya dapat dibuat tali; Spatholobus ferrugineus"
"akar saut",noun,"perdu yang merambat, buahnya berwarna merah dan beracun, kulit kayunya dapat dibuat tali; Adenia singaporeana"
"akar senduduk",noun,"tumbuhan, Marumia muscosa"
"akar sentagi",noun,"tumbuhan menjalar yang akarnya digunakan sebagai obat"
"akar sepulih",noun,"tumbuhan yang dibuat obat; Ophioxylon serpentinum"
"akar serabut",noun,"akar samping yang keluar dari pangkal batang atau buku umumnya bergerombol dan berfungsi menggantikan akar tunggang yang tidak berkembang"
"akar serapat",noun,"tumbuhan merambat"
"akar serau",noun,"tumbuhan akar gerip putih; Parameria barbata"
"akar serumat",noun,"tumbuhan, akar tapak rimau; Canthium aciculatum"
"akar seruntun",noun,"tumbuhan yang dapat dipakai sebagai obat; bratawali yang pahit rasanya; Tinospora tuberculata"
"akar sulung",noun,"tumbuhan memanjat, Gynochtodes sublanceolata"
"akar susu",noun,"akar tunggang"
"akar tempelas",noun,"tumbuhan, Tetracera indica"
"akar teriba",noun,"tumbuhan yang akarnya digunakan untuk mengobati kurap, Rhinacanthus nasuta"
"akar tikus",noun,"tumbuhan tropis yang banyak tumbuh di Asia Tenggara, akarnya dibuat obat, Rauwolfia serpentina"
"akar tinggal",noun,"rimpang yang sederhana, tidak bercabang-cabang, (seperti pada pisang)"
"akar tombak",noun,"akar tunggal"
"akar tuba",noun,"tumbuhan berbunga kupu-kupu, akarnya mengandung zat racun untuk mematikan ikan dan serangga; Derris elliptica"
"akar tunggang",noun,"akar utama yang tumbuh dari biji, tegak ke bawah dan darinya keluar cabang akar"
"akar tunjang",noun,"akar yang tumbuh dari batang di atas tanah dan masuk ke tanah untuk menunjang batang supaya tidak roboh, misal pada pandan duri"
"akar udara",noun,"akar yang tumbuh dari bagian batang di atas tanah dan menggantung di udara"
"akar umbi",noun,"akar tunggang yang mengandung zat tepung dsb dan dapat dimakan"
"akar wangi",noun,"akar berbau harum yang biasa dibuat kipas atau ditaruh di antara pakaian; narwastu; Andropogon zizanivides"
"akar yang-yang",noun,"tumbuhan memanjang; akar kerayun; Vitis hastata"
"akhir kata",noun,"kesimpulannya; akhirnya"
"akhir klimaks",noun,"naskah cerita atau karangan yang bagian klimaksnya terdapat pada bagian penutup"
"akhir larva",noun,"tahapan setelah bentuk larva, biasanya organisme tersebut sudah memiliki bentuk yang pasti"
"akhir minggu",noun,"hari Sabtu petang (sore) sampai dengan hari Ahad"
"akhir pekan",noun,"akhir minggu"
"akhir zaman",noun,"penghabisan zaman"
"akibat hukum",noun,"akibat yang timbul karena peristiwa hukum"
"akrobat hukum",noun,"putusan yang berubah-ubah secara mendadak dalam persoalan yang sama dan sering terjadi cabut-mencabut atau ralat-meralat suatu putusan atau kebijakan"
"akrobat politik",noun,"pernyataan yang dikeluarkan hari ini, bisa bertentangan dengan pernyataan beberapa saat kemudian"
"akrobat politik",noun,"kader politik yang menyeberang ke partai lain"
"aksara Arab",noun,"aksara yang mula-mula digunakan untuk menuliskan bahasa Arab, diturunkan dari Aramea, ditulis dari kanan ke kiri"
"aksara Aramea",noun,"aksara yang dipakai dalam bahasa Aramea (di daerah sekitar Siria sekarang dan Mesopotamia) sejak sekitar abad ke-10 SM"
"aksara Brahmi",noun,"aksara yang dipakai untuk menuliskan bahasa India Kuno, diturunkan dari aksara Aramea dan bersifat setengah alfabetis, mula-mula dituliskan dari kanan ke kiri kemudian dari kiri ke kanan"
"aksara Dewanagari",noun,"aksara India yang dipakai untuk menuliskan bahasa Sanskerta yang tumbuh pada abad ke-7&#151;9 M, masih digunakan hingga saat ini, dan menurunkan aksara yang dipakai di Nepal dan Bangladesh"
"aksara fonemis",noun,"sistem tulisan yang menggunakan satu lambang satu fonem (bunyi yang membedakan arti) secara konsisten"
"aksara fonetis",noun,"sistem tulisan yang menggunakan satu lambang untuk tiap varian fonem atau bunyi"
"aksara Grantha",noun,"aksara Pallawa"
"aksara hieroglif",noun,"aksara yang dipakai oleh para pendeta Mesir Kuno dan bersifat ideografis"
"aksara Jawa",noun,"aksara yang digunakan untuk menuliskan bahasa Jawa, berjumlah dua puluh huruf, bermula dengan ha dan berakhir dengan nga"
"aksara Jawi",noun,"aksara Arab yang dipakai untuk menuliskan bahasa Melayu"
"aksara Kawi",noun,"aksara yang dipakai pada prasasti di Indonesia sejak pertengahan abad ke-8 M yang diturunkan dari aksara Pallawa"
"aksara Latin",noun,"aksara yang bersifat alfabetis, dipakai mula-mula untuk bahasa Latin sekitar abad ke-7 SM, kemudian untuk bahasa di Eropa Barat dan bahasa lain di dunia"
"aksara morfemis",noun,"sistem tulisan yang menggunakan satu lambang untuk menggambarkan satu morfem, misal aksara Cina"
"aksara Pallawa",noun,"aksara yang dipakai untuk menuliskan bahasa di India Selatan dan diturunkan dari aksara Brahmi (disebut juga aksara Grantha)"
"aksara pegon",noun,"lihat pegon"
"aksara silabis",noun,"sistem tulisan yang menggunakan satu lambang untuk satu suku kata"
"aksara Sunda",noun,"aksara yang digunakan untuk menuliskan bahasa Sunda, huruf bermula dengan ha berakhir dengan nga (bentuk dan kaidah penulisannya sama dengan aksara Jawa)"
"aksi militer",noun,"tindakan militer terhadap suatu negara; serbuan (serangan) yang menggunakan kekuatan militer"
"aksi polisional",noun,"aksi militer setempat yang dilakukan oleh tentara pemerintah tanpa pernyataan perang yang resmi terhadap orang yang dianggap melanggar keamanan dan ketertiban internasional"
"aksi polisional",noun,"gerakan yang bermaksud memulihkan keamanan (istilah yang digunakan Belanda ketika memerangi Indonesia untuk mendapatkan kembali jajahannya)"
"akta autentik",noun,"akta yang dibuat oleh atau di hadapan pejabat umum yang berwenang membuat akta dalam bentuk yang ditentukan oleh undang-undang"
"akta mengajar",noun,"ijazah yang menyatakan bahwa pemiliknya mempunyai kewenangan mengajar pada jenjang tertentu dalam pendidikan formal"
"akta mengajar dua",noun,"kewenangan mengajar di tingkat sekolah dasar dan sekolah menengah pertama"
"akta mengajar empat",noun,"kewenangan mengajar di tingkat sekolah menengah atas"
"akta mengajar lima",noun,"kewenangan untuk mengajar di tingkat perguruan tinggi"
"akta mengajar satu",noun,"kewenangan mengajar di tingkat sekolah dasar"
"akta mengajar tiga",noun,"kewenangan untuk mengajar di tingkat sekolah menengah pertama dan sekolah menengah atas"
"akta pendirian",noun,"keterangan tertulis oleh notaris atau pejabat yang berwenang, yang memuat anggaran dasar perusahaan yang didirikan"
"aktiva lancar",noun,"uang kas atau aktiva lain yang dapat dinilai dengan uang, seperti bukti uang atau bukti penyertaan modal (saham, wesel, aksep, sertifikat, deposito, dsb) yang dimiliki sebagai investasi atau yang dapat diuangkan dalam jangka waktu kurang dari satu tahun (seperti tagihan)"
"aktiva modal",noun,"semua milik usaha yang mempunyai nilai uang yang digunakan untuk usaha (tanah, bangunan, alat-alat mesin, bahan baku, dsb)"
"aktiva takberwujud",noun,"kekayaan yang nilainya bergantung pada kemampuan menghasilkan laba, seperti hak paten, merek dagang, lisensi"
"aktiva tetap",noun,"kekayaan berwujud yang secara relatif tahan lama dan biasanya digunakan dalam menghasilkan barang dan jasa serta tidak disimpan untuk dijual lagi"
"aktivitas kebudayaan",noun,"aktivitas manusia yang bernilai budaya (pemerincian tahap pertama unsur kebudayaan yang universal)"
"aktor intelektual",noun,"otak berbagai tindakan yang menyimpang (seperti kerusuhan, pembakaran, pembunuhan)"
"aktor karakter",noun,"aktor yang membawakan peran yang berbeda dengan dirinya dan berhasil dengan baik"
"aktor manajer",noun,"aktor yang juga merangkap sebagai pimpinan kelompok drama dsb"
"aktor pembantu",noun,"aktor yang tidak memegang peran utama; figuran"
"aktor pratean",noun,"aktor pancaragam kostum yang selalu melakukan pertukaran kostum dengan cepat ketika melakukan pertunjukan"
"akun biaya",noun,"sekelompok akun yang disusun untuk mencatat berbagai aktivitas produksi dan sering kali juga aktivitas distribusi"
"akun defisit",noun,"akun buku besar untuk suatu kekurangan kerugian atau akun laba ditahan dengan suatu saldo debet"
"akun harta",noun,"akun untuk suatu aktiva tetap"
"akun jaminan",noun,"akun yang dijadikan tanggungan terhadap setiap kewajiban"
"akun kekurangan",noun,"akun yang menyatakan kepentingan spekulatif seorang pelanggan dalam sekuritas atau barang yang tidak dimilikinya, tetapi dijualnya, biasanya dengan harapan dapat membeli lagi sesudah harga pasar menurun"
"akun kepemilikan",noun,"akun yang menampung modal perusahaan yang dimiliki oleh individu"
"akun keuangan",noun,"neraca dan laba rugi"
"akun laba rugi",noun,"ikhtisar penerimaan dan pengeluaran dalam masa tertentu"
"akun plus minus",noun,"sistem informasi manajemen yang membandingkan prestasi atau perkembangan laba dengan sasaran yang ditetapkan, ditulis dengan simbol plus dan minus tanpa angka yang terperinci"
"akuntan publik",noun,"akuntan, yang sesuai dengan ketentuan undang-undang, terdaftar pada register negara dan mempunyai izin Menteri Keuangan untuk membuka kantor akuntan (swasta) yang bertugas memberikan layanan jasa akuntansi kepada masyarakat atas pembayaran tertentu"
"akuntan umum",noun,"akuntan yang menggarap setiap jenis masalah akuntansi dalam perusahaan"
"ala kadarnya",other,"menurut kekuatannya; sekadarnya"
"alam akhirat",noun,"alam sesudah kehidupan di dunia"
"alam arwah",noun,"alam tempat arwah berada sesudah orang meninggal"
"alam astral",noun,"alam tempat roh halus atau roh yang sudah meninggal"
"alam baka",noun,"tempat kekal roh (zat hidup) manusia yang telah meninggal; akhirat"
"alam barzakh",noun,"alam dari waktu mati sampai dibangkitkan dari mati pada hari kiamat; alam samar; alam kubur"
"alam besar",noun,"dunia yang luas ini"
"alam gaib",noun,"alam yang berada di luar jangkauan manusia biasa, tempat makhluk halus dan tenaga yang luar biasa"
"alam kabir",noun,"alam besar; alam semesta; makrokosmos"
"alam kelanggengan",noun,"alam baka"
"alam kubur",noun,"alam barzakh"
"alam malakut",noun,"alam tempat malaikat dan roh"
"alam misal",noun,"tempat kehidupan makhluk lain di alam yang merupakan gambaran dari bentuk sebenarnya di alam asalnya atau aslinya"
"alam nabati",noun,"alam tumbuh-tumbuhan"
"alam pikiran",noun,"segala (cara berpikir dsb) yang ada dalam pikiran"
"alam rahim",noun,"alam pada saat manusia masih dalam kandungan ibu; gua garba"
"alam sagir",noun,"alam kecil; mikrokosmos"
"alam samar",noun,"alam barzakh"
"alam semesta",noun,"seluruh alam"
"alas baju",noun,"kain pelapis baju"
"alas bunga",noun,"dasar bunga (bagian bunga yang sebelah bawah)"
"alas cawan",noun,"lapik cangkir"
"alas dalam",noun,"pelat yang menutup sisi dalam dasar berganda dari kapal"
"alas gurun",noun,"lapisan kerikil atau batu yang ditinggalkan di atas permukaan di daerah gurun pasir setelah mineral yang halus dilenyapkan oleh erosi angin"
"alas kaki",noun,"penutup telapak kaki (kasut, sandal, terompah, sepatu, dsb)"
"alas kaki",noun,"tumpuan kaki (seperti tikar, bangku kecil)"
"alas kata",noun,"kata pendahuluan"
"alas kubur",noun,"orang yang memikul kesalahan (kerugian dsb) orang lain"
"alas lantai",noun,"kain kanvas tahan air, biasanya dipakai untuk menutupi seluruh lantai"
"alas leher",noun,"lubang pada baju tempat leher"
"alas meja",noun,"taplak meja"
"alas perut",noun,"makanan yang pertama sekali dimakan pada pagi hari sekadar pencegah masuk angin"
"alas peti",noun,"lapisan dinding peti; tutup daun peti"
"alas rumah",noun,"dasar (fondasi) rumah"
"alas talkin",noun,"sedekah kepada lebai yang membaca talkin"
"alas tempat tidur",noun,"tikar (kain tebal dsb) yang diletakkan di atas tempat tidur dan di bawah kasur"
"alas tidur",noun,"tikar, kain, dsb yang digunakan sebagai lapik ketika tidur"
"alas tidur",noun,"alas untuk tidur ternak yang diberikan pada waktu menjelang melahirkan atau pada ternak sakit, biasanya berupa jerami atau rumput kering"
"alas tilam",noun,"kain penutup tilam"
"alat angkut",noun,"sesuatu yang digunakan untuk membawa muatan dari satu tempat ke tempat lain (seperti mobil, kereta api, kapal laut, kapal terbang)"
"alat baca cetak",noun,"alat baca mikrofilm yang juga mencetak dan memperbesar mikrofilm secara cepat untuk reproduksi dokumen"
"alat baca mikro",noun,"alat baca berupa proyektor yang digunakan untuk membaca mikrofilm atau mikrofis"
"alat bantu dengar",noun,"alat elektronik yang memperkeras suara sebelum suara sampai ke telinga, biasa dipakai oleh orang yang pendengarannya kurang"
"alat bantu pandang dengar",noun,"alat yang dipakai untuk mendorong proses belajar melalui indra dan penglihatan"
"alat bantu pengajaran",noun,"alat peraga untuk memperjelas pengajaran yang dapat berupa gambar, salindia, film, kaset, dan piringan hitam"
"alat bibliografis",noun,"publikasi (seperti daftar buku) yang dipakai oleh penyusun bibliografi dalam melaksanakan tugasnya"
"alat bicara",noun,"bagian tubuh manusia yang digunakan untuk berbicara; mulut (bibir, gigi, lidah, dsb)"
"alat bidik",noun,"alat yang dipasang pada busur, digunakan untuk membidik sasaran"
"alat cetak jauh",noun,teleprinter
"alat cukur listrik",noun,"alat cukur yang menggunakan tenaga listrik sebagai penggerak"
"alat kecantikan",noun,"bahan atau ramuan yang dipakai untuk memperindah wajah, kulit, mata, dsb (seperti bedak, cat bibir, cat kuku, maskara)"
"alat kejut listrik",noun,"penangkap ikan dengan menggunakan kejutan listrik"
"alat kekuasaan",noun,"instansi (organisasi) yang menjalankan kekuasaan negara (seperti kepolisian, kejaksaan, pengadilan)"
"alat kelamin",noun,"bagian tubuh yang berfungsi sebagai saluran pembuang air kencing dan sarana untuk mengadakan keturunan"
"alat keluarga berencana",noun,"alat untuk mencegah kehamilan atau mengatur kelahiran (seperti pil, kondom, spiral)"
"alat komunikasi",noun,"sarana perhubungan"
"alat konsentrasi",noun,"tempat meningkatkan kualitas bijih atau bahan galian"
"alat kontrasepsi",noun,"alat untuk mencegah kehamilan"
"alat listrik",noun,"perlengkapan pemasangan (instalasi) listrik (seperti kabel, sakelar, stopkontak, sekring, transformator)"
"alat masukan",noun,"perangkat untuk memasukkan data dan program ke dalam komputer, misal papan tombol, dan perangkat optik dalam temu kembali informasi"
"alat musik gesek",noun,"alat musik yang dibunyikan dengan sentuhan gesek (seperti biola, rebab)"
"alat musik petik",noun,"alat musik yang dibunyikan dengan memetik (seperti gitar, kecapi)"
"alat musik pukul",noun,"alat musik yang dibunyikan dengan memukul atau menabuh (seperti gender, bonang, gong, tambur)"
"alat musik tiup",noun,"alat musik berbentuk bulat panjang, berlubang-lubang, terbuat dari bambu, plastik, atau logam yang dapat mengeluarkan bunyi apabila ditiup (seruling, trompet)"
"alat musuh",noun,"orang (golongan, organisasi, partai politik) yang diperalat oleh pihak lain untuk mengkhianati golongan, bangsa, atau negara sendiri"
"alat negara",noun,"golongan warga negara yang bertugas menjalankan kekuasaan negara (seperti polisi, tentara)"
"alat pameran",noun,"alat peraga yang digunakan sekali atau secara permanen untuk pameran"
"alat pandang",noun,"carik hitam, film, salindia, dan bahan ilustrasi lainnya yang digunakan sebagai penunjang kegiatan mengajar"
"alat pandang dengar",noun,"alat peraga elektronis, bersifat dapat dilihat dan didengar, seperti film, biasanya digunakan sebagai penunjang kegiatan belajar-mengajar; audio visual"
